251027,1,50,0.9896
251027,51,100,0.9894
251027,101,150,0.9894
251028,1,50,0.9889
251131,1,50,0.9891
251131,51,100,0.7535
251134,1,50,0.9885
251134,51,100,0.9865
251143,1,50,0.9896
251147,1,50,0.9894
251149,1,50,0.9895
251150,1,50,0.9893
251153,1,50,0.9897
251155,1,50,0.9889
251156,1,50,0.9896
251168,301,350,0.9948
251244,51,100,0.9929
251250,1,50,0.9894
251250,51,100,0.9895
251250,101,150,0.9894
251250,151,200,0.9904
251251,1,50,0.9897
251251,51,100,0.9894
251251,101,150,0.9893
251251,151,200,0.9890
251252,1,50,0.9895
251252,51,100,0.9894
251252,101,150,0.9894
251252,151,200,0.9893
251252,201,250,0.9894
251252,251,300,0.9894
251252,301,350,0.9892
251252,351,400,0.9892
251252,401,450,0.9892
251252,451,500,0.9891
251252,501,550,0.9889
251252,551,600,0.9914
251496,1,50,0.9864
251496,51,100,0.9864
251496,101,150,0.9862
251496,151,200,0.9862
251496,201,250,0.9862
251496,251,300,0.9864
251497,1,50,0.9860
251497,51,100,0.9862
251497,101,150,0.9863
251498,1,50,0.9862
251498,51,100,0.9861
251499,1,50,0.9861
251499,51,100,0.9861
251499,101,150,0.9859
251500,1,50,0.9860
251500,51,100,0.9860
251500,101,150,0.9859
251500,151,200,0.9860
251500,201,250,0.9872
251521,1,50,0.9951
251522,1,50,0.8724
251548,51,100,0.9862
251548,101,150,0.9994
251559,51,100,0.9998
251560,1,50,0.9970
251561,1,50,0.9864
251561,51,100,0.9864
251562,1,50,0.9866
251562,51,100,0.9863
251562,101,150,0.9864
251562,151,200,0.9864
251562,201,250,0.9864
251562,251,300,0.9863
251562,301,350,0.9862
251562,351,400,0.9863
251562,401,450,0.9864
251562,451,500,0.9863
251562,501,550,0.9863
251562,551,600,0.9861
251562,601,650,0.9862
251562,651,700,0.9857
251638,1,50,0.9822
251638,51,100,0.9823
251643,1,50,0.9821
251643,51,100,0.9822
251643,101,150,0.9822
251643,151,200,0.9823
251643,201,250,0.9822
251643,251,300,0.9823
251643,301,350,0.9820
251643,351,400,0.9822
251643,401,450,0.9822
251643,451,500,0.9821
251643,501,550,0.9821
251643,551,600,0.9822
251643,601,650,0.9846
251721,1,50,0.9828
251721,51,100,0.9826
251721,101,150,0.9930
251721,201,250,0.9935
252116,51,100,0.9835
252116,101,150,0.9834
252126,51,100,0.9833
252126,101,150,0.9836
252126,151,200,0.9882
252129,1,50,0.9953
254227,1,50,0.9366
254227,51,100,0.9372
254227,101,150,0.9372
254227,151,200,0.9373
254227,201,250,0.9337
254229,1,50,0.9369
254231,1,50,0.9374
254232,1,50,0.9377
254232,51,100,0.9369
254289,1,50,0.9625
254289,51,100,0.6205
254292,1,50,0.9623
254292,51,100,0.9635
254293,1,50,0.9626
254293,51,100,0.9625
254293,101,150,0.9628
254293,151,200,0.9621
254293,201,250,0.9627
254293,251,300,0.9623
254293,301,350,0.9626
254293,351,400,0.9628
254293,401,450,0.9625
254293,451,500,0.9625
254293,501,550,0.9626
254294,1,50,0.9623
254294,51,100,0.9627
254294,101,150,0.9626
254294,151,200,0.9624
254306,51,100,0.7980
254307,1,50,0.9644
254308,1,50,0.9649
254309,1,50,0.9640
254313,1,50,0.9661
254314,1,50,0.9645
254315,1,50,0.9667
254317,1,50,0.9622
254318,1,50,0.9647
254319,1,50,0.9643
254319,51,100,0.9644
254319,101,150,0.9642
254319,151,200,0.9642
254319,201,250,0.9639
254319,251,300,0.9641
254319,301,350,0.9639
254332,51,100,0.9649
254332,101,150,0.9646
254332,151,200,0.9643
254332,201,250,0.9643
254332,251,300,0.9644
254332,301,350,0.9645
254332,351,400,0.9642
254332,401,450,0.9646
254332,451,500,0.9645
254332,501,550,0.9646
254332,551,600,0.9647
254332,601,650,0.9643
254332,651,700,0.9647
254332,701,750,0.9648
254332,751,800,0.9645
254332,801,850,0.9645
254332,851,900,0.9673
254341,1,50,0.9631
254341,51,100,0.9635
254342,1,50,0.9629
254342,51,100,0.9630
254342,101,150,0.9644
254458,1,50,0.9615
254458,51,100,0.9618
254458,101,150,0.9618
254459,1,50,0.9618
254459,51,100,0.9618
254459,101,150,0.9618
254459,151,200,0.9617
254459,201,250,0.9618
254459,251,300,0.9617
254459,301,350,0.9617
254459,351,400,0.9618
254459,401,450,0.9617
254459,451,500,0.9618
254459,501,550,0.9617
254459,551,600,0.9617
254459,601,650,0.9617
254459,651,700,0.9618
254459,701,750,0.9619
254459,751,800,0.9617
254459,801,850,0.9618
254459,851,900,0.9617
254459,901,950,0.9620
254459,951,1000,0.9617
254459,1001,1050,0.9619
254512,51,100,0.9639
254532,1,50,0.9652
254532,51,100,0.9652
254532,101,150,0.9651
254532,151,200,0.9652
254532,201,250,0.9652
254532,251,300,0.9652
254532,301,350,0.9651
254608,51,100,0.9501
254608,101,150,0.9494
254608,151,200,0.9497
254608,201,250,0.9494
254608,251,300,0.9498
254608,301,350,0.9497
254608,351,400,0.9497
254608,401,450,0.9497
254608,451,500,0.9499
254608,501,550,0.9497
254608,551,600,0.9499
254608,601,650,0.9499
254608,651,700,0.9500
254608,701,750,0.9503
254608,751,800,0.9501
254608,801,850,0.9502
254608,851,900,0.9614
254790,51,100,0.8826
254790,101,150,0.9176
254790,151,200,0.9175
254790,201,250,0.9174
254790,251,300,0.9175
254790,301,350,0.9175
254790,351,400,0.9175
254790,401,450,0.9175
254790,451,500,0.9174
254790,501,550,0.9175
254790,551,600,0.9173
254790,601,650,0.9175
254790,651,700,0.9175
254790,701,750,0.9172
254790,751,800,0.9177
254833,1,50,0.9888
254833,51,100,0.9871
254833,101,150,0.9870
254833,151,200,0.9870
254833,201,250,0.9870
254833,251,300,0.9870
254833,301,350,0.9869
254833,351,400,0.9870
254833,401,450,0.9869
254833,451,500,0.9869
254833,501,550,0.9869
254833,551,600,0.9869
254833,601,650,0.9869
254833,651,700,0.9870
254833,701,750,0.9869
254833,751,800,0.9867
254833,801,850,0.9869
254833,851,900,0.9869
254833,901,950,0.9870
254833,951,1000,0.9870
254833,1001,1050,0.9870
254833,1051,1100,0.9870
254833,1101,1150,0.9868
254833,1151,1200,0.9869
254833,1201,1250,0.9868
254833,1251,1300,0.9870
254833,1301,1350,0.9868
254833,1351,1400,0.9868
254833,1401,1450,0.9870
254833,1451,1500,0.9867
254833,1501,1550,0.9870
254833,1551,1600,0.9868
254833,1601,1650,0.9868
254852,1,50,0.9849
254852,51,100,0.9773
254879,51,100,0.9210
254879,101,150,0.9211
254881,1,50,0.9770
254905,1,50,0.8796
254905,51,100,0.9157
254905,101,150,0.9157
254905,151,200,0.9157
254905,201,250,0.9156
254906,1,50,0.9157
254906,51,100,0.9158
254907,1,50,0.9155
254907,51,100,0.9409
254914,1,50,0.9154
254914,51,100,0.9159
255981,51,100,0.9261
255982,1,50,0.9287
255985,1,50,0.8576
255987,1,50,0.9729
255988,1,50,0.9676
255989,1,50,0.9268
255993,1,50,0.9684
256001,51,100,0.9793
256002,1,50,0.9746
256002,51,100,0.9746
256002,101,150,0.9747
256002,151,200,0.9746
256002,201,250,0.9747
256002,251,300,0.9747
256003,1,50,0.9745
256003,51,100,0.9745
256003,101,150,0.9747
256004,1,50,0.9747
256004,51,100,0.9746
256004,101,150,0.9746
256004,151,200,0.9746
256004,201,250,0.9747
256004,251,300,0.9747
256004,301,350,0.9746
256004,351,400,0.9746
256004,401,450,0.9746
256004,451,500,0.9927
256167,1,50,0.9589
256167,51,100,0.9588
256167,101,150,0.9588
256167,151,200,0.9588
256167,201,250,0.9604
256169,1,50,0.9588
256169,51,100,0.9588
256169,101,150,0.9588
256169,151,200,0.9588
256171,1,50,0.9588
256171,51,100,0.9589
256171,101,150,0.9589
256171,151,200,0.9588
256171,201,250,0.9589
256171,251,300,0.9588
256171,301,350,0.9588
256171,351,400,0.9588
256171,401,450,0.9589
256171,451,500,0.9589
256171,501,550,0.9589
256171,551,600,0.9589
256171,601,650,0.9589
256171,651,700,0.9588
256171,701,750,0.9589
256171,751,800,0.9589
256214,1,50,0.9904
256215,1,50,0.9202
256217,1,50,0.9789
256217,51,100,0.9789
256217,101,150,0.9790
256217,151,200,0.9790
256217,201,250,0.9790
256217,251,300,0.9788
256217,301,350,0.9789
256217,351,400,0.9790
256217,401,450,0.9789
256217,451,500,0.9790
256217,501,550,0.9789
256217,551,600,0.9789
256217,601,650,0.9791
256217,651,700,0.9790
256217,701,750,0.9790
256217,751,800,0.9790
256217,801,850,0.9790
256217,851,900,0.9789
256217,901,950,0.9789
256217,951,1000,0.9789
256217,1001,1050,0.9790
256234,1,50,0.9815
256235,51,100,0.9739
256235,101,150,0.9806
256236,1,50,0.9738
256238,1,50,0.9900
256245,51,100,0.9745
256245,101,150,0.9736
256245,151,200,0.9945
256349,1,50,0.9721
256350,1,50,0.9640
256350,51,100,0.9640
256350,101,150,0.9641
256350,151,200,0.9640
256350,201,250,0.9640
256350,251,300,0.9640
256350,301,350,0.9639
256350,351,400,0.9640
256350,401,450,0.9640
256350,451,500,0.9640
256350,501,550,0.9641
256353,1,50,0.9641
256353,51,100,0.9641
256353,101,150,0.9640
256353,151,200,0.9641
256353,201,250,0.9641
256353,251,300,0.9640
256353,301,350,0.9641
256353,351,400,0.9641
256353,401,450,0.9641
256353,451,500,0.9640
256353,501,550,0.9641
256353,551,600,0.9641
256353,601,650,0.9641
256353,651,700,0.9642
256353,701,750,0.9641
256353,751,800,0.9656
256355,1,50,0.9641
256355,51,100,0.9640
256355,101,150,0.9641
256355,151,200,0.9641
256355,201,250,0.9641
256355,251,300,0.9641
256355,301,350,0.9642
256355,351,400,0.9644
256355,401,450,0.9641
256355,451,500,0.9641
256355,501,550,0.9653
256405,1,50,0.9994
256406,1,50,0.9738
256406,51,100,0.9738
256406,101,150,0.9737
256406,151,200,0.9737
256406,201,250,0.9738
256406,251,300,0.9926
256407,1,50,0.9931
256423,51,100,0.9696
256423,101,150,0.9695
256423,151,200,0.9695
256423,201,250,0.9695
256423,251,300,0.9697
256423,301,350,0.9696
256423,351,400,0.9697
256423,401,450,0.9697
256423,451,500,0.9697
256423,501,550,0.9696
256424,1,50,0.9697
256424,51,100,0.9696
256424,101,150,0.9695
256424,151,200,0.9696
256424,201,250,0.9752
256426,1,50,0.9919
256445,1,50,0.9692
256445,51,100,0.9849
256446,1,50,0.9692
256446,51,100,0.9692
256446,101,150,0.9691
256446,151,200,0.9691
256446,201,250,0.9692
256446,251,300,0.9693
256447,1,50,0.9693
256447,51,100,0.9695
256448,1,50,0.9693
256448,51,100,0.9691
256448,101,150,0.9692
256448,151,200,0.9693
256448,201,250,0.9693
256448,251,300,0.9693
256448,301,350,0.9693
256448,351,400,0.9692
256448,401,450,0.9693
256448,451,500,0.9694
256448,501,550,0.9239
256449,1,50,0.9907
256464,1,50,0.9636
256464,51,100,0.9636
256464,101,150,0.9636
256464,151,200,0.9635
256464,201,250,0.9635
256464,251,300,0.9635
256464,301,350,0.9636
256464,351,400,0.9637
256464,401,450,0.9636
256464,451,500,0.9636
256464,501,550,0.9636
256464,551,600,0.9636
256464,601,650,0.9636
256464,651,700,0.9636
256464,701,750,0.9636
256464,751,800,0.9637
256464,801,850,0.9637
256464,851,900,0.9636
256464,901,950,0.9637
256464,951,1000,0.9637
256464,1001,1050,0.9636
256464,1051,1100,0.9637
256464,1101,1150,0.9637
256464,1151,1200,0.9637
256464,1201,1250,0.9637
256464,1251,1300,0.9637
256464,1301,1350,0.9637
256464,1351,1400,0.9637
256464,1401,1450,0.9637
256464,1451,1500,0.9638
256464,1501,1550,0.9637
256464,1551,1600,0.9638
256464,1601,1650,0.9637
256630,1,50,0.9068
256673,51,100,0.8698
256675,1,50,0.9002
256675,51,100,0.9002
256675,101,150,0.9002
256675,151,200,0.9013
256676,1,50,0.9002
256676,51,100,0.9002
256676,101,150,0.9002
256676,151,200,0.9002
256676,201,250,0.9002
256676,251,300,0.9003
256676,301,350,0.9002
256676,351,400,0.9002
256676,401,450,0.9002
256676,451,500,0.9003
256676,501,550,0.9002
256676,551,600,0.9002
256676,601,650,0.9002
256676,651,700,0.9002
256676,701,750,0.9002
256676,751,800,0.9002
256676,801,850,0.9002
256676,851,900,0.9002
256676,901,950,0.9002
256676,951,1000,0.9003
256676,1001,1050,0.9003
256676,1051,1100,0.9002
256677,1,50,0.9001
256677,51,100,0.9002
256677,101,150,0.9003
256677,151,200,0.9003
256677,201,250,0.9003
256677,251,300,0.9022
256677,301,350,0.9003
256677,351,400,0.9003
256677,401,450,0.9002
256677,451,500,0.9002
256728,1,50,0.7814
