251027,1,50,0.9911
251027,51,100,0.9908
251027,101,150,0.9910
251028,1,50,0.9901
251131,1,50,0.9909
251131,51,100,0.7574
251134,1,50,0.9899
251134,51,100,0.9869
251143,1,50,0.9915
251147,1,50,0.9911
251149,1,50,0.9898
251150,1,50,0.9910
251153,1,50,0.9912
251155,1,50,0.9906
251156,1,50,0.9915
251168,301,350,0.9954
251250,1,50,0.9908
251250,51,100,0.9908
251250,101,150,0.9907
251250,151,200,0.9918
251251,1,50,0.9911
251251,51,100,0.9907
251251,101,150,0.9906
251251,151,200,0.9902
251252,1,50,0.9908
251252,51,100,0.9908
251252,101,150,0.9908
251252,151,200,0.9907
251252,201,250,0.9907
251252,251,300,0.9907
251252,301,350,0.9905
251252,351,400,0.9905
251252,401,450,0.9905
251252,451,500,0.9904
251252,501,550,0.9902
251252,551,600,0.9925
251496,1,50,0.9870
251496,51,100,0.9870
251496,101,150,0.9868
251496,151,200,0.9867
251496,201,250,0.9868
251496,251,300,0.9869
251497,1,50,0.9865
251497,51,100,0.9868
251497,101,150,0.9867
251498,1,50,0.9867
251498,51,100,0.9866
251499,1,50,0.9867
251499,51,100,0.9866
251499,101,150,0.9864
251500,1,50,0.9865
251500,51,100,0.9865
251500,101,150,0.9865
251500,151,200,0.9865
251500,201,250,0.9877
251521,1,50,0.9954
251548,51,100,0.9855
251548,101,150,0.9994
251560,1,50,0.9968
251561,1,50,0.9855
251561,51,100,0.9854
251562,1,50,0.9857
251562,51,100,0.9854
251562,101,150,0.9854
251562,151,200,0.9854
251562,201,250,0.9855
251562,251,300,0.9854
251562,301,350,0.9853
251562,351,400,0.9853
251562,401,450,0.9855
251562,451,500,0.9854
251562,501,550,0.9853
251562,551,600,0.9851
251562,601,650,0.9853
251562,651,700,0.9847
251638,1,50,0.9809
251638,51,100,0.9810
251643,1,50,0.9808
251643,51,100,0.9809
251643,101,150,0.9809
251643,151,200,0.9809
251643,201,250,0.9808
251643,251,300,0.9809
251643,301,350,0.9807
251643,351,400,0.9809
251643,401,450,0.9809
251643,451,500,0.9808
251643,501,550,0.9808
251643,551,600,0.9809
251643,601,650,0.9836
251721,1,50,0.9814
251721,51,100,0.9811
251721,101,150,0.9917
251721,201,250,0.9932
251883,51,100,0.9867
251883,101,150,0.9868
251883,151,200,0.9869
251883,201,250,0.9868
251883,251,300,0.9868
251883,301,350,0.9868
251883,351,400,0.9867
251883,401,450,0.9868
252116,51,100,0.9846
252116,101,150,0.9845
252126,51,100,0.9844
252126,101,150,0.9847
252126,151,200,0.9888
252129,1,50,0.9949
254227,1,50,0.9318
254227,51,100,0.9324
254227,101,150,0.9324
254227,151,200,0.9326
254227,201,250,0.9287
254229,1,50,0.9323
254231,1,50,0.9327
254232,1,50,0.9329
254232,51,100,0.9321
254289,1,50,0.9283
254289,51,100,0.6102
254292,1,50,0.9245
254292,51,100,0.9267
254293,1,50,0.9250
254293,51,100,0.9246
254293,101,150,0.9253
254293,151,200,0.9240
254293,201,250,0.9251
254293,251,300,0.9243
254293,301,350,0.9248
254293,351,400,0.9254
254293,401,450,0.9248
254293,451,500,0.9247
254293,501,550,0.9249
254294,1,50,0.9244
254294,51,100,0.9252
254294,101,150,0.9248
254294,151,200,0.9246
254306,51,100,0.7759
254307,1,50,0.9257
254308,1,50,0.9267
254309,1,50,0.9250
254313,1,50,0.9296
254314,1,50,0.9260
254315,1,50,0.9319
254317,1,50,0.9228
254318,1,50,0.9264
254319,1,50,0.9255
254319,51,100,0.9258
254319,101,150,0.9253
254319,151,200,0.9254
254319,201,250,0.9247
254319,251,300,0.9254
254319,301,350,0.9247
254332,51,100,0.9288
254332,101,150,0.9281
254332,151,200,0.9277
254332,201,250,0.9278
254332,251,300,0.9280
254332,301,350,0.9281
254332,351,400,0.9276
254332,401,450,0.9283
254332,451,500,0.9280
254332,501,550,0.9285
254332,551,600,0.9284
254332,601,650,0.9277
254332,651,700,0.9286
254332,701,750,0.9288
254332,751,800,0.9281
254332,801,850,0.9282
254332,851,900,0.9340
254341,1,50,0.9241
254341,51,100,0.9249
254342,1,50,0.9237
254342,51,100,0.9239
254342,101,150,0.9269
254458,1,50,0.9094
254458,51,100,0.9097
254458,101,150,0.9097
254459,1,50,0.9097
254459,51,100,0.9097
254459,101,150,0.9098
254459,151,200,0.9094
254459,201,250,0.9097
254459,251,300,0.9095
254459,301,350,0.9097
254459,351,400,0.9097
254459,401,450,0.9097
254459,451,500,0.9096
254459,501,550,0.9095
254459,551,600,0.9095
254459,601,650,0.9096
254459,651,700,0.9097
254459,701,750,0.9098
254459,751,800,0.9095
254459,801,850,0.9096
254459,851,900,0.9096
254459,901,950,0.9101
